Dt_Pedido,Dt_Emissao,Dt_Entrega,Mes_Base,Ano_Exec,CO_Fabrica,CO_Cliente,Incoterm,Veiculo,Qtd_pallets,Qtd_Transp,Moeda,Vlr_Frete
12/07/23,25/07/23,27/07/23,7,2023,3423909,2348,CIF,P12,12,1800,BRL,1215.1139
21/07/23,25/07/23,29/07/23,7,2023,3423909,2348,CIF,P12,12,1800,BRL,1215.1139
23/07/23,29/07/23,02/08/23,7,2023,3423909,2348,CIF,P12,12,1800,BRL,1215.1139
24/07/23,29/07/23,03/08/23,7,2023,3423909,2348,CIF,P12,12,1800,BRL,1215.1139
16/07/23,29/07/23,31/07/23,7,2023,3423909,2348,CIF,P12,12,1800,BRL,1215.1139
18/06/23,01/07/23,06/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
23/06/23,02/07/23,05/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
17/06/23,02/07/23,07/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
25/06/23,02/07/23,06/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
18/06/23,03/07/23,07/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
24/06/23,03/07/23,07/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
21/06/23,04/07/23,09/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
28/06/23,08/07/23,10/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
28/06/23,10/07/23,14/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
30/06/23,14/07/23,18/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
02/07/23,14/07/23,19/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
10/07/23,16/07/23,20/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
13/07/23,17/07/23,21/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
05/07/23,19/07/23,24/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
16/07/23,19/07/23,22/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
08/07/23,21/07/23,26/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
19/07/23,22/07/23,27/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
21/07/23,25/07/23,27/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
18/07/23,26/07/23,31/07/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
25/07/23,29/07/23,03/08/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
22/07/23,30/07/23,04/08/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
16/07/23,30/07/23,02/08/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
27/07/23,31/07/23,04/08/23,7,2023,3424402,2336,CIF,P12,12,1500,BRL,1100.3265
22/06/23,03/07/23,07/07/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
01/07/23,05/07/23,09/07/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
04/07/23,08/07/23,12/07/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
26/06/23,11/07/23,15/07/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
03/07/23,13/07/23,17/07/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
10/07/23,17/07/23,20/07/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
05/07/23,19/07/23,23/07/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
13/07/23,19/07/23,21/07/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
17/07/23,22/07/23,27/07/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
10/07/23,22/07/23,25/07/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
22/07/23,25/07/23,29/07/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
22/07/23,26/07/23,31/07/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
15/07/23,27/07/23,01/08/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
14/07/23,28/07/23,02/08/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
22/07/23,29/07/23,02/08/23,7,2023,3424402,2336,CIF,P12,12,1800,BRL,1215.1139
16/06/23,01/07/23,05/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
21/06/23,03/07/23,07/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
20/06/23,03/07/23,05/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
21/06/23,05/07/23,10/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
29/06/23,06/07/23,11/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
22/06/23,07/07/23,12/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
03/07/23,11/07/23,13/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
06/07/23,12/07/23,16/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
09/07/23,14/07/23,16/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
05/07/23,17/07/23,22/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
11/07/23,20/07/23,23/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
12/07/23,21/07/23,26/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
11/07/23,22/07/23,25/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
10/07/23,25/07/23,27/07/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
21/07/23,28/07/23,02/08/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
13/07/23,28/07/23,02/08/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
15/07/23,30/07/23,04/08/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
18/07/23,31/07/23,04/08/23,7,2023,3424402,2337,CIF,P12,12,1500,BRL,1100.3265
06/07/23,09/07/23,13/07/23,7,2023,3424402,2337,CIF,P12,12,1800,BRL,1215.1139
28/06/23,10/07/23,15/07/23,7,2023,3424402,2337,CIF,P12,12,1800,BRL,1215.1139
25/06/23,10/07/23,12/07/23,7,2023,3424402,2337,CIF,P12,12,1800,BRL,1215.1139
09/07/23,14/07/23,19/07/23,7,2023,3424402,2337,CIF,P12,12,1800,BRL,1215.1139
05/07/23,20/07/23,22/07/23,7,2023,3424402,2337,CIF,P12,12,1800,BRL,1215.1139
10/07/23,21/07/23,25/07/23,7,2023,3424402,2337,CIF,P12,12,1800,BRL,1215.1139
15/07/23,23/07/23,27/07/23,7,2023,3424402,2337,CIF,P12,12,1800,BRL,1215.1139
18/07/23,27/07/23,01/08/23,7,2023,3424402,2337,CIF,P12,12,1800,BRL,1215.1139
21/07/23,28/07/23,31/07/23,7,2023,3424402,2337,CIF,P12,12,1800,BRL,1215.1139
23/07/23,29/07/23,03/08/23,7,2023,3424402,2337,CIF,P12,12,1800,BRL,1215.1139
14/07/23,29/07/23,02/08/23,7,2023,3424402,2337,CIF,P12,12,1800,BRL,1215.1139
28/06/23,09/07/23,14/07/23,7,2023,3424402,2337,FOB,P12,12,1800,BRL,0
22/06/23,01/07/23,06/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
25/06/23,02/07/23,04/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
25/06/23,03/07/23,07/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
30/06/23,04/07/23,09/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
30/06/23,05/07/23,10/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
27/06/23,06/07/23,09/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
24/06/23,06/07/23,11/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
22/06/23,07/07/23,12/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
02/07/23,09/07/23,12/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
26/06/23,11/07/23,15/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
01/07/23,12/07/23,15/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
08/07/23,13/07/23,17/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
02/07/23,17/07/23,21/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
12/07/23,19/07/23,23/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
08/07/23,21/07/23,24/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
11/07/23,23/07/23,28/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
15/07/23,26/07/23,30/07/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
14/07/23,28/07/23,02/08/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
24/07/23,29/07/23,02/08/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
15/07/23,29/07/23,02/08/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
16/07/23,30/07/23,03/08/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
16/07/23,30/07/23,04/08/23,7,2023,3424402,2338,CIF,P12,12,1500,BRL,1100.3265
21/06/23,04/07/23,08/07/23,7,2023,3424402,2338,CIF,P12,12,1800,BRL,1215.1139
02/07/23,12/07/23,15/07/23,7,2023,3424402,2338,CIF,P12,12,1800,BRL,1215.1139
04/07/23,15/07/23,20/07/23,7,2023,3424402,2338,CIF,P12,12,1800,BRL,1215.1139
09/07/23,22/07/23,25/07/23,7,2023,3424402,2338,CIF,P12,12,1800,BRL,1215.1139
18/07/23,29/07/23,02/08/23,7,2023,3424402,2338,CIF,P12,12,1800,BRL,1215.1139
05/07/23,10/07/23,13/07/23,7,2023,3424402,2338,FOB,P12,12,1500,BRL,0
25/06/23,10/07/23,13/07/23,7,2023,3424402,2338,FOB,P12,12,1800,BRL,0
06/07/23,11/07/23,16/07/23,7,2023,3424402,2338,FOB,P12,12,1500,BRL,0
09/07/23,16/07/23,18/07/23,7,2023,3424402,2338,FOB,P12,12,1500,BRL,0
16/07/23,21/07/23,23/07/23,7,2023,3424402,2338,FOB,P12,12,1500,BRL,0
20/06/23,01/07/23,06/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
25/06/23,02/07/23,05/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
23/06/23,03/07/23,07/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
27/06/23,03/07/23,07/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
23/06/23,03/07/23,08/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
19/06/23,04/07/23,07/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
23/06/23,06/07/23,10/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
30/06/23,07/07/23,10/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
29/06/23,08/07/23,12/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
25/06/23,09/07/23,11/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
06/07/23,09/07/23,12/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
06/07/23,10/07/23,14/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
06/07/23,10/07/23,15/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
29/06/23,10/07/23,13/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
30/06/23,12/07/23,16/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
05/07/23,14/07/23,17/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
10/07/23,16/07/23,20/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
09/07/23,16/07/23,19/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
11/07/23,17/07/23,22/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
06/07/23,17/07/23,21/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
15/07/23,18/07/23,23/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
14/07/23,20/07/23,25/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
10/07/23,22/07/23,27/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
16/07/23,23/07/23,26/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
19/07/23,23/07/23,27/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
17/07/23,27/07/23,31/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
21/07/23,28/07/23,30/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
25/07/23,30/07/23,03/08/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
18/07/23,31/07/23,04/08/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1143.3058
11/07/23,17/07/23,22/07/23,7,2023,3403208,2324,CIF,P12,12,1500,BRL,1100.3265
21/06/23,02/07/23,07/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
28/06/23,02/07/23,07/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
27/06/23,02/07/23,05/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
23/06/23,03/07/23,08/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
26/06/23,05/07/23,09/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
26/06/23,05/07/23,07/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
23/06/23,06/07/23,11/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
26/06/23,06/07/23,11/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
01/07/23,06/07/23,09/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
26/06/23,07/07/23,11/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
27/06/23,09/07/23,13/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
05/07/23,11/07/23,15/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
27/06/23,12/07/23,17/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
08/07/23,13/07/23,18/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
08/07/23,13/07/23,18/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
02/07/23,17/07/23,20/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
14/07/23,22/07/23,25/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
14/07/23,26/07/23,30/07/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
20/07/23,29/07/23,02/08/23,7,2023,3403208,2324,CIF,P12,12,1800,BRL,1220.9015
04/07/23,07/07/23,12/07/23,7,2023,3403208,2324,FOB,P12,12,1500,BRL,0
24/06/23,07/07/23,12/07/23,7,2023,3403208,2324,FOB,P12,12,1500,BRL,0
24/06/23,08/07/23,11/07/23,7,2023,3403208,2324,FOB,P12,12,1800,BRL,0
28/06/23,08/07/23,12/07/23,7,2023,3403208,2324,FOB,P12,12,1500,BRL,0
27/06/23,08/07/23,12/07/23,7,2023,3403208,2324,FOB,P12,12,1800,BRL,0
30/06/23,08/07/23,12/07/23,7,2023,3403208,2324,FOB,P12,12,1800,BRL,0
25/06/23,08/07/23,13/07/23,7,2023,3403208,2324,FOB,P12,12,1500,BRL,0
30/06/23,08/07/23,12/07/23,7,2023,3403208,2324,FOB,P24,24,3600,BRL,0
27/06/23,09/07/23,13/07/23,7,2023,3403208,2324,FOB,P12,12,1500,BRL,0
24/06/23,09/07/23,12/07/23,7,2023,3403208,2324,FOB,P12,12,1500,BRL,0
05/07/23,09/07/23,12/07/23,7,2023,3403208,2324,FOB,P24,24,2400,BRL,0
04/07/23,11/07/23,16/07/23,7,2023,3403208,2324,FOB,P12,12,1500,BRL,0
07/07/23,12/07/23,15/07/23,7,2023,3403208,2324,FOB,P24,24,3600,BRL,0
07/07/23,12/07/23,15/07/23,7,2023,3403208,2324,FOB,P12,12,1500,BRL,0
06/07/23,12/07/23,17/07/23,7,2023,3403208,2324,FOB,P24,24,2400,BRL,0
29/06/23,12/07/23,17/07/23,7,2023,3403208,2324,FOB,P12,12,1500,BRL,0
03/07/23,13/07/23,18/07/23,7,2023,3403208,2324,FOB,P24,24,3000,BRL,0
12/07/23,16/07/23,20/07/23,7,2023,3403208,2324,FOB,P24,24,2400,BRL,0
13/07/23,17/07/23,20/07/23,7,2023,3403208,2324,FOB,P12,12,1500,BRL,0
05/07/23,17/07/23,19/07/23,7,2023,3403208,2324,FOB,P12,12,1800,BRL,0
11/07/23,17/07/23,22/07/23,7,2023,3403208,2324,FOB,P12,12,1500,BRL,0
03/07/23,18/07/23,23/07/23,7,2023,3403208,2324,FOB,P24,24,2400,BRL,0
04/07/23,18/07/23,21/07/23,7,2023,3403208,2324,FOB,P24,24,3000,BRL,0
06/07/23,19/07/23,24/07/23,7,2023,3403208,2324,FOB,P24,24,3600,BRL,0
15/07/23,20/07/23,23/07/23,7,2023,3403208,2324,FOB,P12,12,1800,BRL,0
16/07/23,20/07/23,23/07/23,7,2023,3403208,2324,FOB,P12,12,1500,BRL,0
17/07/23,21/07/23,25/07/23,7,2023,3403208,2324,FOB,P24,24,3000,BRL,0
11/07/23,24/07/23,28/07/23,7,2023,3403208,2323,CIF,P12,12,1800,BRL,1215.1139
25/06/23,07/07/23,10/07/23,7,2023,3403208,2323,FOB,P12,12,1800,BRL,0
26/06/23,08/07/23,11/07/23,7,2023,3403208,2323,FOB,P12,12,1800,BRL,0
27/06/23,09/07/23,14/07/23,7,2023,3403208,2323,FOB,P12,12,1500,BRL,0
28/06/23,09/07/23,14/07/23,7,2023,3403208,2323,FOB,P12,12,1500,BRL,0
26/06/23,09/07/23,12/07/23,7,2023,3403208,2323,FOB,P24,24,3000,BRL,0
04/07/23,10/07/23,13/07/23,7,2023,3403208,2323,FOB,P24,24,2400,BRL,0
26/06/23,10/07/23,14/07/23,7,2023,3403208,2323,FOB,P12,12,1500,BRL,0
01/07/23,10/07/23,15/07/23,7,2023,3403208,2323,FOB,P12,12,1800,BRL,0
27/06/23,10/07/23,15/07/23,7,2023,3403208,2323,FOB,P24,24,3600,BRL,0
06/07/23,10/07/23,15/07/23,7,2023,3403208,2323,FOB,P12,12,1500,BRL,0
03/07/23,10/07/23,13/07/23,7,2023,3403208,2323,FOB,P12,12,1500,BRL,0
06/07/23,10/07/23,13/07/23,7,2023,3403208,2323,FOB,P24,24,3600,BRL,0
06/07/23,11/07/23,16/07/23,7,2023,3403208,2323,FOB,P24,24,3000,BRL,0
27/06/23,11/07/23,15/07/23,7,2023,3403208,2323,FOB,P24,24,3000,BRL,0
07/07/23,12/07/23,17/07/23,7,2023,3403208,2323,FOB,P12,12,1500,BRL,0
29/06/23,12/07/23,17/07/23,7,2023,3403208,2323,FOB,P24,24,3000,BRL,0
01/07/23,13/07/23,18/07/23,7,2023,3403208,2323,FOB,P24,24,3000,BRL,0
06/07/23,16/07/23,19/07/23,7,2023,3403208,2323,FOB,P12,12,1500,BRL,0
06/07/23,17/07/23,22/07/23,7,2023,3403208,2323,FOB,P24,24,3600,BRL,0
09/07/23,17/07/23,21/07/23,7,2023,3403208,2323,FOB,P24,24,3000,BRL,0
11/07/23,19/07/23,23/07/23,7,2023,3403208,2323,FOB,P24,24,2400,BRL,0
16/07/23,20/07/23,25/07/23,7,2023,3403208,2323,FOB,P12,12,1800,BRL,0
09/07/23,20/07/23,24/07/23,7,2023,3403208,2323,FOB,P12,12,1500,BRL,0
07/07/23,21/07/23,24/07/23,7,2023,3403208,2323,FOB,P24,24,3000,BRL,0
01/07/23,07/07/23,11/07/23,7,2023,3423909,2349,CIF,P12,12,1500,BRL,1100.3265
30/06/23,07/07/23,09/07/23,7,2023,3423909,2349,FOB,P12,12,1800,BRL,0
29/06/23,08/07/23,13/07/23,7,2023,3423909,2349,FOB,P12,12,1800,BRL,0
27/06/23,08/07/23,12/07/23,7,2023,3423909,2349,FOB,P12,12,1500,BRL,0
03/07/23,08/07/23,11/07/23,7,2023,3423909,2349,FOB,P12,12,1800,BRL,0
30/06/23,08/07/23,13/07/23,7,2023,3423909,2349,FOB,P24,24,2400,BRL,0
25/06/23,08/07/23,10/07/23,7,2023,3423909,2349,FOB,P24,24,3600,BRL,0
25/06/23,08/07/23,12/07/23,7,2023,3423909,2349,FOB,P12,12,1800,BRL,0
03/07/23,09/07/23,13/07/23,7,2023,3423909,2349,FOB,P12,12,1800,BRL,0
26/06/23,09/07/23,14/07/23,7,2023,3423909,2349,FOB,P24,24,2400,BRL,0
05/07/23,09/07/23,11/07/23,7,2023,3423909,2349,FOB,P12,12,1500,BRL,0
01/07/23,09/07/23,12/07/23,7,2023,3423909,2349,FOB,P24,24,2400,BRL,0
30/06/23,10/07/23,14/07/23,7,2023,3423909,2349,FOB,P12,12,1500,BRL,0
28/06/23,10/07/23,15/07/23,7,2023,3423909,2349,FOB,P12,12,1500,BRL,0
04/07/23,10/07/23,15/07/23,7,2023,3423909,2349,FOB,P24,24,3600,BRL,0
08/07/23,12/07/23,16/07/23,7,2023,3423909,2349,FOB,P24,24,2400,BRL,0
05/07/23,13/07/23,15/07/23,7,2023,3423909,2349,FOB,P24,24,3600,BRL,0
29/06/23,13/07/23,16/07/23,7,2023,3423909,2349,FOB,P24,24,3000,BRL,0
10/07/23,13/07/23,16/07/23,7,2023,3423909,2349,FOB,P24,24,3600,BRL,0
08/07/23,13/07/23,17/07/23,7,2023,3423909,2349,FOB,P12,12,1800,BRL,0
30/06/23,13/07/23,16/07/23,7,2023,3423909,2349,FOB,P24,24,2400,BRL,0
11/07/23,16/07/23,20/07/23,7,2023,3423909,2349,FOB,P24,24,3000,BRL,0
07/07/23,16/07/23,19/07/23,7,2023,3423909,2349,FOB,P24,24,2400,BRL,0
04/07/23,16/07/23,19/07/23,7,2023,3423909,2349,FOB,P12,12,1500,BRL,0
15/07/23,19/07/23,22/07/23,7,2023,3423909,2349,FOB,P12,12,1500,BRL,0
14/07/23,21/07/23,25/07/23,7,2023,3423909,2349,FOB,P24,24,2400,BRL,0
15/07/23,21/07/23,24/07/23,7,2023,3423909,2349,FOB,P24,24,3000,BRL,0
16/07/23,21/07/23,23/07/23,7,2023,3423909,2349,FOB,P24,24,3000,BRL,0
22/06/23,02/07/23,05/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
24/06/23,02/07/23,06/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
28/06/23,04/07/23,09/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
20/06/23,05/07/23,08/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
20/06/23,05/07/23,10/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
25/06/23,07/07/23,11/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
26/06/23,09/07/23,14/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
06/07/23,11/07/23,16/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
09/07/23,14/07/23,18/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
02/07/23,15/07/23,20/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
30/06/23,15/07/23,19/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
08/07/23,20/07/23,24/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
09/07/23,20/07/23,24/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
16/07/23,21/07/23,26/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
11/07/23,24/07/23,29/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
15/07/23,24/07/23,29/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
21/07/23,26/07/23,29/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
18/07/23,27/07/23,30/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
16/07/23,27/07/23,01/08/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
24/07/23,29/07/23,01/08/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
27/07/23,30/07/23,03/08/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
15/07/23,30/07/23,03/08/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
23/07/23,31/07/23,04/08/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1143.3058
24/06/23,01/07/23,04/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1100.3265
23/06/23,03/07/23,06/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1100.3265
02/07/23,05/07/23,09/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1100.3265
30/06/23,14/07/23,17/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1100.3265
02/07/23,15/07/23,19/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1100.3265
08/07/23,21/07/23,25/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1100.3265
10/07/23,21/07/23,24/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1100.3265
11/07/23,23/07/23,27/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1100.3265
15/07/23,26/07/23,30/07/23,7,2023,3403208,2326,CIF,P12,12,1500,BRL,1100.3265
21/06/23,05/07/23,09/07/23,7,2023,3403208,2326,CIF,P12,12,1800,BRL,1220.9015
22/06/23,07/07/23,10/07/23,7,2023,3403208,2326,CIF,P12,12,1800,BRL,1220.9015
29/06/23,09/07/23,12/07/23,7,2023,3403208,2326,CIF,P12,12,1800,BRL,1220.9015
29/06/23,10/07/23,15/07/23,7,2023,3403208,2326,CIF,P12,12,1800,BRL,1220.9015
04/07/23,11/07/23,15/07/23,7,2023,3403208,2326,CIF,P12,12,1800,BRL,1220.9015
14/07/23,18/07/23,23/07/23,7,2023,3403208,2326,CIF,P12,12,1800,BRL,1220.9015
09/07/23,19/07/23,22/07/23,7,2023,3403208,2326,CIF,P12,12,1800,BRL,1220.9015
